date,event_name,city,impact_level,affects_a8_ost,affects_a93_sued,day_position,is_weekend,status
2025-08-19,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-20,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-21,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-22,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-23,Salzburger Festspiele,Salzburg,high,True,False,mid,True,confirmed
2025-08-24,Salzburger Festspiele,Salzburg,high,True,False,mid,True,confirmed
2025-08-25,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-26,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-27,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-28,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-29,Salzburger Festspiele,Salzburg,high,True,False,mid,False,confirmed
2025-08-30,Rosenheimer Herbstfest,Rosenheim,high,True,True,start,True,confirmed
2025-08-30,Salzburger Festspiele,Salzburg,high,True,False,end,True,confirmed
2025-08-31,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,confirmed
2025-09-01,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-02,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-03,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-04,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-05,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-06,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,confirmed
2025-09-07,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,confirmed
2025-09-08,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-09,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-10,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-11,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-12,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,confirmed
2025-09-13,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,confirmed
2025-09-14,Rosenheimer Herbstfest,Rosenheim,high,True,True,end,True,confirmed
2025-09-20,Oktoberfest,Munich,high,True,False,start,True,confirmed
2025-09-21,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2025-09-22,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-09-23,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-09-24,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-09-25,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-09-26,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-09-27,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2025-09-28,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2025-09-29,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-09-30,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-10-01,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-10-02,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-10-03,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2025-10-04,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2025-10-05,Oktoberfest,Munich,high,True,False,end,True,confirmed
2025-11-20,Salzburger Christkindlmarkt,Salzburg,med,True,False,start,False,confirmed
2025-11-21,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-11-22,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-11-23,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-11-24,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,start,False,confirmed
2025-11-24,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-11-25,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-11-25,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-11-26,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-11-26,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-11-27,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-11-27,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-11-28,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-11-28,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-11-29,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-11-29,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-11-30,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-11-30,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-01,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-01,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-02,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-02,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-03,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-03,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-04,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-04,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-05,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-05,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-06,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-06,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-07,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-07,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-08,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-08,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-09,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-09,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-10,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-10,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-11,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-11,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-12,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-12,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-13,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-13,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-14,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-14,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-15,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-15,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-16,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-16,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-17,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-17,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-18,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-18,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-19,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-19,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-20,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-20,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-21,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-21,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,confirmed
2025-12-22,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-22,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-23,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-23,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-24,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-24,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-25,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-25,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,confirmed
2025-12-26,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-26,Salzburger Christkindlmarkt,Salzburg,med,True,False,end,False,confirmed
2025-12-27,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-28,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,confirmed
2025-12-29,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-30,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,confirmed
2025-12-31,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,end,False,confirmed
2026-01-22,Mozartwoche,Salzburg,low,True,False,start,False,estimated
2026-01-23,Mozartwoche,Salzburg,low,True,False,mid,False,estimated
2026-01-24,Mozartwoche,Salzburg,low,True,False,mid,True,estimated
2026-01-25,Mozartwoche,Salzburg,low,True,False,mid,True,estimated
2026-01-26,Mozartwoche,Salzburg,low,True,False,mid,False,estimated
2026-01-27,Mozartwoche,Salzburg,low,True,False,mid,False,estimated
2026-01-28,Mozartwoche,Salzburg,low,True,False,mid,False,estimated
2026-01-29,Mozartwoche,Salzburg,low,True,False,mid,False,estimated
2026-01-30,Mozartwoche,Salzburg,low,True,False,mid,False,estimated
2026-01-31,Mozartwoche,Salzburg,low,True,False,mid,True,estimated
2026-02-01,Mozartwoche,Salzburg,low,True,False,end,True,estimated
2026-04-24,Frühlingsfest,Munich,med,True,False,start,False,estimated
2026-04-25,Frühlingsfest,Munich,med,True,False,mid,True,estimated
2026-04-26,Frühlingsfest,Munich,med,True,False,mid,True,estimated
2026-04-27,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-04-28,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-04-29,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-04-30,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-01,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-02,Frühlingsfest,Munich,med,True,False,mid,True,estimated
2026-05-03,Frühlingsfest,Munich,med,True,False,mid,True,estimated
2026-05-04,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-05,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-06,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-07,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-08,Frühlingsfest,Munich,med,True,False,mid,False,estimated
2026-05-09,Frühlingsfest,Munich,med,True,False,mid,True,estimated
2026-05-10,Frühlingsfest,Munich,med,True,False,end,True,estimated
2026-06-24,Tollwood Sommer,Munich,med,True,False,start,False,estimated
2026-06-25,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-06-26,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-06-27,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-06-28,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-06-29,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-06-30,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-01,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-02,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-03,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-04,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-07-05,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-07-06,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-07,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-08,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-09,Kufsteiner Operettensommer,Kufstein,low,False,True,start,False,estimated
2026-07-09,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-10,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-10,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-11,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-07-11,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-07-12,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-07-12,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-07-13,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-13,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-14,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-14,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-15,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-15,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-16,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-16,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-17,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-17,Tollwood Sommer,Munich,med,True,False,mid,False,estimated
2026-07-17,Rosenheimer Sommerfestival,Rosenheim,low,True,True,start,False,estimated
2026-07-17,Salzburger Festspiele,Salzburg,high,True,False,start,False,estimated
2026-07-18,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-07-18,Tollwood Sommer,Munich,med,True,False,mid,True,estimated
2026-07-18,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-07-18,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-07-19,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-07-19,Tollwood Sommer,Munich,med,True,False,end,True,estimated
2026-07-19,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-07-19,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-07-20,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-20,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-20,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-21,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-21,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-21,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-22,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-22,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-22,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-23,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-23,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-23,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-24,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-24,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-24,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-25,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-07-25,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-07-25,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-07-26,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-07-26,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-07-26,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-07-27,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-27,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-27,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-28,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-28,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-28,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-29,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-29,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-29,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-30,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-30,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-30,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-07-31,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-07-31,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-07-31,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-01,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-08-01,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-08-01,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-02,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,True,estimated
2026-08-02,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-08-02,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-03,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-08-03,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-08-03,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-04,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-08-04,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-08-04,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-05,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-08-05,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-08-05,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-06,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-08-06,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-08-06,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-07,Kufsteiner Operettensommer,Kufstein,low,False,True,mid,False,estimated
2026-08-07,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,False,estimated
2026-08-07,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-08,Kufsteiner Operettensommer,Kufstein,low,False,True,end,True,estimated
2026-08-08,Rosenheimer Sommerfestival,Rosenheim,low,True,True,mid,True,estimated
2026-08-08,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-09,Rosenheimer Sommerfestival,Rosenheim,low,True,True,end,True,estimated
2026-08-09,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-10,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-11,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-12,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-13,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-14,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-15,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-16,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-17,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-18,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-19,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-20,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-21,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-22,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-23,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-24,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-25,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-26,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-27,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-28,Salzburger Festspiele,Salzburg,high,True,False,mid,False,estimated
2026-08-29,Rosenheimer Herbstfest,Rosenheim,high,True,True,start,True,estimated
2026-08-29,Salzburger Festspiele,Salzburg,high,True,False,mid,True,estimated
2026-08-30,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,estimated
2026-08-30,Salzburger Festspiele,Salzburg,high,True,False,end,True,estimated
2026-08-31,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-01,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-02,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-03,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-04,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-05,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,estimated
2026-09-06,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,estimated
2026-09-07,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-08,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-09,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-10,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-11,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,False,estimated
2026-09-12,Rosenheimer Herbstfest,Rosenheim,high,True,True,mid,True,estimated
2026-09-13,Rosenheimer Herbstfest,Rosenheim,high,True,True,end,True,estimated
2026-09-19,Oktoberfest,Munich,high,True,False,start,True,confirmed
2026-09-20,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2026-09-21,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-22,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-23,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-24,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-25,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-26,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2026-09-27,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2026-09-28,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-29,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-09-30,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-10-01,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-10-02,Oktoberfest,Munich,high,True,False,mid,False,confirmed
2026-10-03,Oktoberfest,Munich,high,True,False,mid,True,confirmed
2026-10-04,Oktoberfest,Munich,high,True,False,end,True,confirmed
2026-11-19,Salzburger Christkindlmarkt,Salzburg,med,True,False,start,False,estimated
2026-11-20,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-11-21,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,estimated
2026-11-22,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,estimated
2026-11-23,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,start,False,estimated
2026-11-23,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-11-24,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-11-24,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-11-25,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-11-25,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-11-26,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-11-26,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-11-27,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-11-27,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-11-28,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,estimated
2026-11-28,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,estimated
2026-11-29,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,estimated
2026-11-29,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,estimated
2026-11-30,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-11-30,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-12-01,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-12-01,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-12-02,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-12-02,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-12-03,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-12-03,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-12-04,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-12-04,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-12-05,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,estimated
2026-12-05,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,estimated
2026-12-06,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,True,estimated
2026-12-06,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,True,estimated
2026-12-07,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
2026-12-07,Salzburger Christkindlmarkt,Salzburg,med,True,False,mid,False,estimated
2026-12-08,Tollwood Winter & Christkindlmarkt,Munich,med,True,False,mid,False,estimated
